id,code,description,endTime,hour,iconCategory,latitude,longitude,magnitudeOfDelay,month,startTime,type
1455d598a42c3806e6bb24843eea174b,1101,Heavy snowfall,2023-12-24T22:07:38Z,20,5,59.3325622444,18.009784929,1,12,2023-12-24T20:41:00Z,Feature
07a9bc55b85cf0c3e98626eb8d2eaf29,122,Heavy traffic,2023-12-24T22:07:38Z,21,6,59.4016063283,17.9734463612,1,12,2023-12-24T21:03:30Z,Feature
43bdb22e1bff59de16a4114d7e9ab1d8,115,Slow traffic,2023-12-24T22:07:38Z,21,6,59.2980140459,18.0300570647,1,12,2023-12-24T21:04:00Z,Feature
763833406199935934352077e6b81b57,122,Heavy traffic,2023-12-24T22:07:38Z,20,6,59.3918994275,18.0442338805,1,12,2023-12-24T20:48:30Z,Feature
193e7887fb69dc8e50b09df4ca88d2f9,108,Queuing traffic,2023-12-24T22:11:38Z,21,6,59.2579847889,18.0816171686,2,12,2023-12-24T21:04:30Z,Feature
25c00d584f62ef79e8d449122ea4f0ce,122,Heavy traffic,2023-12-24T22:13:38Z,20,6,59.3049770941,18.017574064,1,12,2023-12-24T20:58:00Z,Feature
eea4a60542d5182cd5150abb58494d96,1101,Heavy snowfall,2023-12-24T22:15:39Z,20,5,59.3375055834,18.0350084226,1,12,2023-12-24T20:38:30Z,Feature
66376d9a71bc71aab37f4f063c725778,122,Heavy traffic,2023-12-24T22:15:39Z,20,6,59.4053051257,17.9654708127,1,12,2023-12-24T20:11:30Z,Feature
682d1c1d4ad87b1b8111966faab7916b,122,Heavy traffic,2023-12-24T22:15:39Z,21,6,59.3654340516,18.053479455,1,12,2023-12-24T21:06:30Z,Feature
574d99db5ed674cf3589f40ee0bdf3f4,122,Heavy traffic,2023-12-24T22:17:39Z,20,6,59.3487011023,18.0346919219,1,12,2023-12-24T20:41:00Z,Feature
bee0e68ab1a4c4361dbb477864f9962a,122,Heavy traffic,2023-12-24T22:17:39Z,21,6,59.2907184781,17.9951789598,1,12,2023-12-24T21:09:30Z,Feature
3fdb1382ae849d20e9caef844a5f21ba,122,Heavy traffic,2023-12-24T22:19:39Z,20,6,59.3354027131,18.0102610211,1,12,2023-12-24T20:57:00Z,Feature
70259760eedbaaa1f748a55996dfc84a,1101,Heavy snowfall,2023-12-24T22:21:39Z,20,5,59.4078773389,17.9592708866,1,12,2023-12-24T20:11:30Z,Feature
68e75b36a8822e84753762cdaca265a7,122,Heavy traffic,2023-12-24T22:21:39Z,20,6,59.3586212821,18.0295259873,1,12,2023-12-24T20:57:00Z,Feature
65c2610e724d806af06cfd56e2d74e78,1101,Heavy snowfall,2023-12-24T22:21:39Z,21,5,59.2642879742,18.1425958495,1,12,2023-12-24T21:15:30Z,Feature
6371507a853ea71a6b5a94cc6cbb9071,1101,Heavy snowfall,2023-12-24T22:23:39Z,20,5,59.2644421911,18.098431937,1,12,2023-12-24T20:51:30Z,Feature
3188a6f81285484da2e7d819b761a64c,1101,Heavy snowfall,2023-12-24T22:25:40Z,21,5,59.365353627,18.053506277,1,12,2023-12-24T21:14:30Z,Feature
6f17b28a39bdfe2a321cff1b9d86c7c4,1101,Heavy snowfall,2023-12-24T22:27:40Z,21,5,59.3057951708,18.0154148857,1,12,2023-12-24T21:17:00Z,Feature
b8cda5d9b6bb9961663e912a5b6135ff,1101,Heavy snowfall,2023-12-24T22:27:40Z,21,5,59.2784446606,18.0922185998,1,12,2023-12-24T21:22:30Z,Feature
684c8daa93aa4ac2f7b6191a7b3ad2ae,1101,Heavy snowfall,2023-12-24T22:29:40Z,21,5,59.3983407368,18.0375846843,1,12,2023-12-24T21:16:30Z,Feature
23d5e7338b1ace92d1ae475e0908633c,101,Stationary traffic,2023-12-24T22:31:40Z,21,6,59.3070101838,18.0263194065,3,12,2023-12-24T21:01:00Z,Feature
7a9d93827bae8d8d2594a94b491d3431,115,Slow traffic,2023-12-24T22:31:40Z,20,6,59.3402923818,18.0264561991,1,12,2023-12-24T20:38:30Z,Feature
ab169acf187735d638c1e17e0905f202,115,Slow traffic,2023-12-24T22:33:40Z,21,6,59.3291934141,18.0558679621,1,12,2023-12-24T21:05:00Z,Feature
45591c6d25a6aa914cec306a3759c4a8,122,Heavy traffic,2023-12-24T22:33:40Z,21,6,59.4073824664,18.0348823587,1,12,2023-12-24T21:11:30Z,Feature
52a928717b434454113ef3fa124ccfcf,1101,Heavy snowfall,2023-12-24T22:33:40Z,21,5,59.2889026035,17.9768500845,1,12,2023-12-24T21:25:30Z,Feature
0743068682e337e5d2f90779c237a065,1101,Heavy snowfall,2023-12-24T22:33:40Z,21,5,59.3557150815,18.0343660335,1,12,2023-12-24T21:26:30Z,Feature
f0ec244d057e4b16af798b5aee3c3d31,1101,Heavy snowfall,2023-12-24T22:35:41Z,20,5,59.4067615299,17.9619530956,1,12,2023-12-24T20:11:30Z,Feature
025024dcafe5ed8dcc0f0569ad2e37d6,1101,Heavy snowfall,2023-12-24T22:39:41Z,21,5,59.344153436,18.0234226207,1,12,2023-12-24T21:21:00Z,Feature
48f348e18ecd3b7ec8bf780e3859e047,1101,Heavy snowfall,2023-12-24T22:39:41Z,21,5,59.3782617171,18.0438382547,1,12,2023-12-24T21:33:00Z,Feature
9fc04398cbe13f971f899a3d721edd08,1101,Heavy snowfall,2023-12-24T22:39:41Z,21,5,59.3442942563,18.0212862412,1,12,2023-12-24T21:21:00Z,Feature
6b72be8bf31a96dfc176a25554813fd3,1101,Heavy snowfall,2023-12-24T22:41:41Z,21,5,59.3123048966,18.1531114499,1,12,2023-12-24T21:32:30Z,Feature
94db7692f9a75f4883bc6da92e58676e,101,Stationary traffic,2023-12-24T22:41:41Z,21,6,59.3268411274,18.0488593499,3,12,2023-12-24T21:38:00Z,Feature
fd9cd5cd6860278e53e752799d9edb49,122,Heavy traffic,2023-12-24T22:47:42Z,21,6,59.2975889534,18.0062618474,1,12,2023-12-24T21:25:30Z,Feature
30183f30165701366073275de59ef06a,1101,Heavy snowfall,2023-12-24T22:49:42Z,21,5,59.2495961706,18.2125505428,1,12,2023-12-24T21:14:30Z,Feature
c757404faa486deb7939fe124965375e,101,Stationary traffic,2023-12-24T22:49:42Z,21,6,59.3184256682,18.0699039619,3,12,2023-12-24T21:20:30Z,Feature
cadfe5cdb1076ca60ad317515ae3e8b9,101,Stationary traffic,2023-12-24T22:51:42Z,21,6,59.2650094891,18.0987698953,3,12,2023-12-24T21:37:00Z,Feature
0de78543bac94fd140b36053450fc540,115,Slow traffic,2023-12-24T22:53:42Z,21,6,59.2593258868,18.1002196293,1,12,2023-12-24T21:48:30Z,Feature
3c48cef33bcd7b2184ec0a27c7d4896e,1101,Heavy snowfall,2023-12-24T23:01:43Z,21,5,59.2957998949,18.0034736912,1,12,2023-12-24T21:25:30Z,Feature
4892cfd4f8b66f1506f2bb3d21bd6b1d,1101,Heavy snowfall,2023-12-24T23:01:43Z,21,5,59.3974516218,17.9797669868,1,12,2023-12-24T21:39:00Z,Feature
23f31f983cc2fea66bab57983e561952,122,Heavy traffic,2023-12-24T23:03:43Z,21,6,59.4463415773,18.1214439492,1,12,2023-12-24T21:11:30Z,Feature
6cef90f6d27ce766b5972dea19dc7825,115,Slow traffic,2023-12-24T23:05:43Z,21,6,59.1981970029,18.1336801867,1,12,2023-12-24T21:14:00Z,Feature
db0eb3eb0a2487f0b314922b8f36e430,122,Heavy traffic,2023-12-24T23:05:43Z,21,6,59.3875341285,18.0019408087,1,12,2023-12-24T21:20:30Z,Feature
c9d7d5fc078eae022a2c07de5ec2b6d3,122,Heavy traffic,2023-12-24T23:07:44Z,21,6,59.2623111943,18.1222714107,1,12,2023-12-24T21:51:30Z,Feature
22320a9f1efc6178cb3025086e03028e,1101,Heavy snowfall,2023-12-24T23:07:44Z,21,5,59.3865229518,18.0032631378,1,12,2023-12-24T21:20:30Z,Feature
4004d0a50de1cfbd18baf599a44d2d36,115,Slow traffic,2023-12-24T23:07:44Z,22,6,59.3643236361,18.1259259205,1,12,2023-12-24T22:04:00Z,Feature
06e3f46420388d093df14f36ea1db9b6,122,Heavy traffic,2023-12-24T23:09:44Z,22,6,59.3773363816,18.0450130622,1,12,2023-12-24T22:04:00Z,Feature
d8743f3196f5bd8727631f11c8737187,122,Heavy traffic,2023-12-24T23:11:44Z,21,6,59.3841317342,18.0061706523,1,12,2023-12-24T21:20:30Z,Feature
405d5d271543cf97a168b369208fb3ca,122,Heavy traffic,2023-12-24T23:13:44Z,21,6,59.344153436,18.0234226207,1,12,2023-12-24T21:57:30Z,Feature
71da72dbf877dd0a08f417fdcb91bafc,122,Heavy traffic,2023-12-24T23:15:44Z,22,6,59.3353866396,18.0102529745,1,12,2023-12-24T22:07:30Z,Feature
639884c11354766f35cfa3aeae187de7,122,Heavy traffic,2023-12-24T23:15:44Z,22,6,59.3782617171,18.0438382547,1,12,2023-12-24T22:10:30Z,Feature
7239c609ebf9169a369ccfda1e78904a,122,Heavy traffic,2023-12-24T23:17:45Z,22,6,59.3929159917,18.0436786632,1,12,2023-12-24T22:12:30Z,Feature
1f2ebdc148f8e6fd6b3a7e0a3fe147c4,115,Slow traffic,2023-12-24T23:19:45Z,22,6,59.2680229542,18.0963827293,1,12,2023-12-24T22:16:00Z,Feature
fb619606017765e92112e00a902ed22d,122,Heavy traffic,2023-12-24T23:21:45Z,22,6,59.3824151475,18.0079932134,1,12,2023-12-24T22:01:30Z,Feature
ce2ccc79499ab1b2b72d8c36d5cf1fae,122,Heavy traffic,2023-12-24T23:23:45Z,22,6,59.4095751904,18.0340750138,1,12,2023-12-24T22:12:00Z,Feature
8805c21437b9517fa818eedbe87e488d,122,Heavy traffic,2023-12-24T23:23:45Z,22,6,59.3365560527,18.0108068506,1,12,2023-12-24T22:15:30Z,Feature
be14a5d43f71b3b32a17e091ef9564cd,115,Slow traffic,2023-12-24T23:27:45Z,22,6,59.3015411711,18.0800708751,1,12,2023-12-24T22:22:00Z,Feature
1d3d6b72f72b41fa2964696b12fca4ab,101,Stationary traffic,2023-12-24T23:29:46Z,22,6,59.2983104477,18.0607039849,3,12,2023-12-24T22:07:00Z,Feature
30258c8bd483ab96f389358f7a5b43db,122,Heavy traffic,2023-12-24T23:29:46Z,22,6,59.3846493996,18.0055456976,1,12,2023-12-24T22:25:00Z,Feature
2388d46a584408f7fc6ef98cadee5781,115,Slow traffic,2023-12-24T23:29:46Z,22,6,59.26126244,18.1064946573,1,12,2023-12-24T22:26:00Z,Feature
514fd9cb7a330167eaadaffd9f2582d9,101,Stationary traffic,2023-12-24T23:31:46Z,22,6,59.305907826,18.0102945487,3,12,2023-12-24T22:16:00Z,Feature
47a51447c22ce24a93b2a3e4e5e5886b,115,Slow traffic,2023-12-24T23:31:46Z,22,6,59.245402523,18.18447452,1,12,2023-12-24T22:23:00Z,Feature
88a39b4572c57b69ae6a50420caea7b0,115,Slow traffic,2023-12-24T23:31:46Z,22,6,59.3206049882,18.0685132365,1,12,2023-12-24T22:27:00Z,Feature
8d0fe1a96bed42b528a12b6d79155fb4,115,Slow traffic,2023-12-24T23:35:46Z,22,6,59.3407510486,18.0423456053,1,12,2023-12-24T22:30:00Z,Feature
1ef5293facbddbde8e84d5b63b3e3336,115,Slow traffic,2023-12-24T23:37:46Z,22,6,59.2605369041,18.0981020252,1,12,2023-12-24T22:32:30Z,Feature
cb9790f7d87c58498cc5332f2011e67e,122,Heavy traffic,2023-12-24T23:37:46Z,22,6,59.2610304073,18.1581674139,1,12,2023-12-24T22:32:30Z,Feature
0b2bf5058ef9cf367d49aeb1bcf9bb2c,122,Heavy traffic,2023-12-24T23:41:47Z,22,6,59.329540766,18.0544879655,1,12,2023-12-24T22:31:30Z,Feature
6b8ce0b5ca5bd7beb518363e27713f84,122,Heavy traffic,2023-12-24T23:41:47Z,22,6,59.4065737878,18.0355354766,1,12,2023-12-24T22:34:30Z,Feature
e5ccd3b4a3bd80fb83e4b243993ae4e5,115,Slow traffic,2023-12-24T23:43:47Z,22,6,59.3280883548,18.0604840438,1,12,2023-12-24T22:30:30Z,Feature
78cb9b2beb0b4439729641fe82f13983,122,Heavy traffic,2023-12-24T23:43:47Z,22,6,59.3823950407,18.0080173532,1,12,2023-12-24T22:35:00Z,Feature
21cd44ac604df198eca97a42866bf8f3,108,Queuing traffic,2023-12-24T23:43:47Z,22,6,59.3064965532,18.0751905958,2,12,2023-12-24T22:37:00Z,Feature
82795506e88282ef4ff7481129c172eb,108,Queuing traffic,2023-12-24T23:47:47Z,22,6,59.2981387951,18.0955257635,2,12,2023-12-24T22:42:30Z,Feature
02457543f2d17bea2af63cc875e644f8,115,Slow traffic,2023-12-24T23:57:48Z,22,6,59.2944587776,18.0847392599,1,12,2023-12-24T22:43:30Z,Feature
61c6d8d41aab0ed227ae7b08c411be3b,122,Heavy traffic,2023-12-25T00:07:49Z,22,6,59.3782617171,18.0438382547,1,12,2023-12-24T22:57:30Z,Feature
be55e3983e7d39c055cb7e0d5ad1dfcd,108,Queuing traffic,2023-12-25T00:07:49Z,23,6,59.2980288104,18.0827088277,2,12,2023-12-24T23:04:00Z,Feature
eaf40a2d852b0386224d7f03ac981ab0,101,Stationary traffic,2023-12-25T00:09:49Z,22,6,59.3182285406,18.07388436,3,12,2023-12-24T22:54:30Z,Feature
55e636de52abe4d64d67a903bd8ae173,122,Heavy traffic,2023-12-25T00:09:49Z,23,6,59.3841317342,18.0061706523,1,12,2023-12-24T23:04:30Z,Feature
6679ed63e0723bf68fbb37ea7703c39c,115,Slow traffic,2023-12-25T00:09:49Z,23,6,59.2994436921,18.0126776914,1,12,2023-12-24T23:05:00Z,Feature
ce774f180c50bfcd695b7784d0cef46d,115,Slow traffic,2023-12-25T00:15:49Z,23,6,59.2957140838,18.0030499022,1,12,2023-12-24T23:12:00Z,Feature
13f51b5f980187e766d69eddb1550e5e,115,Slow traffic,2023-12-25T00:17:50Z,22,6,59.2676661927,17.9077389459,1,12,2023-12-24T22:28:30Z,Feature
67c48083cb07d8854563051d2d3f7a70,122,Heavy traffic,2023-12-25T00:17:50Z,22,6,59.2895610998,17.9903147737,1,12,2023-12-24T22:28:30Z,Feature
4ad73b1cf62e8d24de6a8a23437f3500,101,Stationary traffic,2023-12-25T00:19:50Z,23,6,59.2611189192,18.014481477,3,12,2023-12-24T23:00:30Z,Feature
e6bb0b81499f8827e8696f6dab747ab0,108,Queuing traffic,2023-12-25T00:25:50Z,23,6,59.3015157103,18.0806073169,2,12,2023-12-24T23:22:00Z,Feature
69b2adb92189875576b667f6cfc01884,115,Slow traffic,2023-12-25T00:31:51Z,22,6,59.3075935868,18.0109195034,1,12,2023-12-24T22:28:30Z,Feature
186ae184e160c0face950f161ddab9d3,108,Queuing traffic,2023-12-25T00:33:51Z,23,6,59.2961606415,18.0531897764,2,12,2023-12-24T23:29:30Z,Feature
b3ceb2d4005a45810f2e8cfee34dc589,115,Slow traffic,2023-12-25T00:37:51Z,23,6,59.3061116568,18.0753944437,1,12,2023-12-24T23:34:00Z,Feature
d50cb711313bafd403943c0b1c003ebe,122,Heavy traffic,2023-12-25T00:39:51Z,22,6,59.3431972101,18.0096816639,1,12,2023-12-24T22:28:30Z,Feature
6b5b1ca107c927f08ddd10f149e231f6,122,Heavy traffic,2023-12-25T00:43:52Z,23,6,59.3374385149,18.0110495905,1,12,2023-12-24T23:40:30Z,Feature
c788963d9ea0504526de2f399a4508b2,108,Queuing traffic,2023-12-25T00:43:52Z,23,6,59.3521531118,18.0855667214,2,12,2023-12-24T23:40:00Z,Feature
17d2697304f5a5e459a39dfd208a8057,115,Slow traffic,2023-12-25T00:45:52Z,23,6,59.2980140459,18.0300570647,1,12,2023-12-24T23:41:00Z,Feature
4d00e80e1450c9fb586d4763f65aeceb,101,Stationary traffic,2023-12-25T00:57:53Z,23,6,59.336294567,18.0774463336,3,12,2023-12-24T23:26:00Z,Feature
739dd33ca83a896472789df5bd9d46fd,115,Slow traffic,2023-12-25T00:59:53Z,23,6,59.3045693748,18.0180072407,1,12,2023-12-24T23:52:30Z,Feature
21a2d57201cf04ef8f5f7fa1a7938cb0,122,Heavy traffic,2023-12-25T01:09:54Z,0,6,59.3586212821,18.0295259873,1,12,2023-12-25T00:06:30Z,Feature
7caf20f7a413f5a6b4a074b4967d1be5,122,Heavy traffic,2023-12-25T01:11:54Z,0,6,59.3905328219,17.9953144114,1,12,2023-12-25T00:08:00Z,Feature
77918225d392a57d5144ce8e75908817,101,Stationary traffic,2023-12-25T01:19:55Z,0,6,59.2990534094,18.0986398082,3,12,2023-12-25T00:15:30Z,Feature
f3b60eb4c3f5c0c14222df5bd4297d87,115,Slow traffic,2023-12-25T01:21:55Z,0,6,59.2956993183,18.0033248286,1,12,2023-12-25T00:09:30Z,Feature
08fdd78db5c808a0b1e50575cbe350f9,101,Stationary traffic,2023-12-25T01:21:55Z,0,6,59.2741799602,18.0225669961,3,12,2023-12-25T00:15:30Z,Feature
0c74e569fa9e9cff253e979c678c8273,115,Slow traffic,2023-12-25T01:23:55Z,0,6,59.3521531118,18.0855667214,1,12,2023-12-25T00:20:30Z,Feature
b8a3570cea5fb4f888d2dbbd46c2f5cb,101,Stationary traffic,2023-12-25T01:27:55Z,0,6,59.3633325688,18.1188274543,3,12,2023-12-25T00:20:30Z,Feature
4b3413469447c8a02ebaa95a6f757da0,201,Accident,2023-12-25T01:33:56Z,0,1,59.3185329781,17.998672537,0,12,2023-12-25T00:16:39Z,Feature
45f21d2b32fdc34205ff4605facf7a01,101,Stationary traffic,2023-12-25T01:35:56Z,0,6,59.2823137709,18.0305049936,3,12,2023-12-25T00:07:00Z,Feature
fc52897a4ecb9b3b47edc2512c963bb9,108,Queuing traffic,2023-12-25T01:35:56Z,0,6,59.3169209424,18.0008719484,2,12,2023-12-25T00:30:30Z,Feature
7b43fe3857430af4462ef246d8e44fe9,115,Slow traffic,2023-12-25T01:37:56Z,0,6,59.3255402319,18.0038827281,1,12,2023-12-25T00:19:00Z,Feature
29cd40821007069dda3778a9c7018f40,115,Slow traffic,2023-12-25T01:37:56Z,0,6,59.34502382,18.0158494036,1,12,2023-12-25T00:25:00Z,Feature
4e2b3d16974e57c1ef7676cdf432e729,122,Heavy traffic,2023-12-25T01:43:56Z,0,6,59.3573471932,18.0313753705,1,12,2023-12-25T00:34:00Z,Feature
c1e58c2b5520481db936df4835a1c7fa,101,Stationary traffic,2023-12-25T01:47:57Z,0,6,59.3998079366,18.030291758,3,12,2023-12-25T00:21:30Z,Feature
94ffb4ed0d5c12dc6ffb2ec9a28abc52,115,Slow traffic,2023-12-25T01:59:58Z,0,6,59.2960815506,18.0429598312,1,12,2023-12-25T00:52:00Z,Feature
4b624f8d9e664848cf5ffe62833dcd66,101,Stationary traffic,2023-12-25T02:05:58Z,0,6,59.3567625078,18.1054231148,3,12,2023-12-25T00:46:00Z,Feature
c381343abb006817dec650335b90f616,101,Stationary traffic,2023-12-25T02:09:59Z,0,6,59.3103119947,18.0556051056,3,12,2023-12-25T00:38:00Z,Feature
a9a4b1f3f86d31068c9f1d51b391896d,115,Slow traffic,2023-12-25T02:09:59Z,1,6,59.2961606415,18.0462629716,1,12,2023-12-25T01:05:00Z,Feature
b31b5dce11829d973eb2332ab3cbbf73,115,Slow traffic,2023-12-25T02:28:00Z,0,6,59.358661481,18.0292202155,1,12,2023-12-25T00:34:00Z,Feature
668394d1fad40faed27a30b5b3f4babe,115,Slow traffic,2023-12-25T02:28:00Z,1,6,59.3520887212,18.0843020599,1,12,2023-12-25T01:22:30Z,Feature
5a17588cc7c4c36886f4ab8bf4dc7fdf,101,Stationary traffic,2023-12-25T02:38:01Z,1,6,59.2990534094,18.0986398082,3,12,2023-12-25T01:33:00Z,Feature
c2b0fba3cc9a4d2bbdd84b4d2561a48a,115,Slow traffic,2023-12-25T02:40:01Z,0,6,59.4167044868,17.9356030742,1,12,2023-12-25T00:53:00Z,Feature
19e80d0bc62d245be08ae93f2722fb1c,108,Queuing traffic,2023-12-25T02:40:01Z,1,6,59.3567088492,18.0322457473,2,12,2023-12-25T01:36:00Z,Feature
c1884781e573cbd0f630d0189415493a,101,Stationary traffic,2023-12-25T02:44:02Z,1,6,59.2961606415,18.046229444,3,12,2023-12-25T01:39:30Z,Feature
d03996e25d465b4f3e9278ede1859a8b,108,Queuing traffic,2023-12-25T02:46:02Z,1,6,59.3824553609,18.0412485818,2,12,2023-12-25T01:39:30Z,Feature
aab2220f8764f3dec0cb5702fda01c2e,115,Slow traffic,2023-12-25T02:48:02Z,1,6,59.3782617171,18.0438382547,1,12,2023-12-25T01:41:00Z,Feature
b3fe3ce84d7870eed9c3d9b153dc8c4e,115,Slow traffic,2023-12-25T02:50:02Z,1,6,59.4283425869,18.0647112052,1,12,2023-12-25T01:16:30Z,Feature
661e46dfe05292622dedfa98beb0486a,201,Accident,2023-12-25T02:50:02Z,1,1,59.2431990944,18.1141644339,0,12,2023-12-25T01:38:34Z,Feature
8ba2414cf376a17ba80a34cdde49782a,101,Stationary traffic,2023-12-25T02:50:02Z,1,6,59.3013480536,18.1016586344,3,12,2023-12-25T01:44:30Z,Feature
77f3e94095b9240c22edb5713732e62f,115,Slow traffic,2023-12-25T02:54:02Z,1,6,59.3629637782,18.116963319,1,12,2023-12-25T01:42:00Z,Feature
28f09399d1716653b50f89cc423664e5,122,Heavy traffic,2023-12-25T02:56:03Z,1,6,59.3618707524,18.0263730506,1,12,2023-12-25T01:46:00Z,Feature
3a1dd813b9e0503789417e909cb8b851,122,Heavy traffic,2023-12-25T02:58:03Z,1,6,59.3642203577,18.1300605457,1,12,2023-12-25T01:45:00Z,Feature
b97bf2d7f1928017e26dac62514256d3,115,Slow traffic,2023-12-25T02:58:03Z,1,6,59.3628376863,18.0555635314,1,12,2023-12-25T01:48:30Z,Feature
ec327209170b39391cb34fab1b6df2bc,115,Slow traffic,2023-12-25T03:00:03Z,1,6,59.2984043405,18.029098175,1,12,2023-12-25T01:56:00Z,Feature
7523f7d1c01718bcfdf05bd83f1b7ff2,500,Lane closed,2023-12-25T03:02:03Z,0,7,59.3058622163,18.0146759371,0,12,2023-12-25T00:57:33Z,Feature
414c18dce9741ee292417a4cf04d83c7,115,Slow traffic,2023-12-25T03:02:03Z,1,6,59.3850276015,18.0431194226,1,12,2023-12-25T01:53:00Z,Feature
386a5b518c04b2f92ca97bacdbef9862,115,Slow traffic,2023-12-25T03:02:03Z,1,6,59.2911475943,18.0865899842,1,12,2023-12-25T01:56:30Z,Feature
f58700403984e4810bc0672778e638aa,115,Slow traffic,2023-12-25T03:02:03Z,1,6,59.3015411711,18.0800708751,1,12,2023-12-25T01:58:00Z,Feature
bb7feef623f7d250ba3c489b5387ea14,122,Heavy traffic,2023-12-25T03:04:03Z,1,6,59.2577581326,18.1667008619,1,12,2023-12-25T01:50:00Z,Feature
c5329c99011aa4de5517b2f1d3f3299a,115,Slow traffic,2023-12-25T03:16:04Z,2,6,59.3289788186,18.058343641,1,12,2023-12-25T02:09:00Z,Feature
5c93be59b8ebdcaca7a86a9dc49b6922,1101,Heavy snowfall,2023-12-25T03:18:04Z,2,5,59.3055175318,18.0756975333,1,12,2023-12-25T02:14:00Z,Feature
f95c313bd5d4c4f9bc6e23a9c32cf3b3,1101,Heavy snowfall,2023-12-25T03:20:05Z,2,5,59.3387259606,18.029867969,1,12,2023-12-25T02:16:00Z,Feature
54edea4a256233cabf01c69e8eaf7129,115,Slow traffic,2023-12-25T03:24:05Z,2,6,59.2994436921,18.0126776914,1,12,2023-12-25T02:10:30Z,Feature
03c26aac6ed2bd5fe5fc50ea0a2c41b1,1101,Heavy snowfall,2023-12-25T03:28:05Z,2,5,59.250175544,18.0989496033,1,12,2023-12-25T02:21:30Z,Feature
d109afb71ffa21ff06feef927f5ebfff,201,Accident,2023-12-25T03:28:05Z,1,1,59.246982375,18.1018598001,0,12,2023-12-25T01:38:34Z,Feature
9e55bf4017ea421f609ac0605a32ae07,115,Slow traffic,2023-12-25T03:34:06Z,2,6,59.2949778115,18.0844294648,1,12,2023-12-25T02:21:30Z,Feature
